Color: 13.0126, Freq: 116.4898
Color: 21.0680, Freq: 91.5023
Color: 3.5311, Freq: 77.3733
Color: 16.1825, Freq: 125.1819
Color: 20.9993, Freq: 93.4731
Color: 3.5204, Freq: 77.0618
Color: 16.4951, Freq: 125.8399
Color: 21.4309, Freq: 93.8335
Color: 16.1961, Freq: 125.2047
Color: 21.3378, Freq: 94.1244
Color: 16.0370, Freq: 125.0392
Color: 21.0346, Freq: 94.0803
Color: 3.7198, Freq: 81.0131
Color: 16.2256, Freq: 126.2513
Color: 21.0658, Freq: 94.9368
Color: 3.7674, Freq: 83.0050
Color: 16.1632, Freq: 126.6468
Color: 20.6451, Freq: 92.7324
Color: 16.2311, Freq: 127.2385
Color: 20.4939, Freq: 91.2643
Color: 3.6586, Freq: 77.1737
Color: 16.3723, Freq: 128.0333
Color: 20.0248, Freq: 91.5684
Color: 3.7310, Freq: 79.6390
Color: 16.1836, Freq: 127.1634
Color: 20.2002, Freq: 91.4488
Color: 3.7384, Freq: 79.5823
Color: 16.1069, Freq: 127.5169
Color: 19.9420, Freq: 91.9109
Color: 3.7694, Freq: 79.5824
Color: 16.2623, Freq: 127.8722
Color: 19.9819, Freq: 91.1656
Color: 3.8009, Freq: 79.8446
Color: 16.2019, Freq: 127.3607
Color: 19.5312, Freq: 91.8094
Color: 3.8040, Freq: 80.8967
Color: 15.8343, Freq: 125.6420
Color: 19.8997, Freq: 91.8215
Color: 3.7327, Freq: 80.7460
Color: 15.9609, Freq: 126.4082
Color: 19.5754, Freq: 91.6611
Color: 15.9197, Freq: 126.3691
Color: 19.8919, Freq: 95.5448
Color: 3.5651, Freq: 78.1446
Color: 15.7837, Freq: 126.0265
Color: 20.7737, Freq: 92.4362
Color: 15.6920, Freq: 126.3250
Color: 20.9198, Freq: 95.3549
Color: 3.5781, Freq: 78.4545
Color: 15.6534, Freq: 126.0233
Color: 21.4060, Freq: 92.4959
Color: 3.4084, Freq: 77.4452
Color: 15.6207, Freq: 126.8306
Color: 21.5394, Freq: 93.7470
Color: 3.5677, Freq: 81.8204
Color: 15.6844, Freq: 126.6427
Color: 21.0855, Freq: 93.4803
Color: 15.7250, Freq: 127.4531
Color: 20.8513, Freq: 93.7646
Color: 3.6949, Freq: 83.1561
Color: 15.6248, Freq: 127.2231
Color: 20.6786, Freq: 94.9023
Color: 15.7051, Freq: 127.4427
Color: 21.7980, Freq: 94.7461
Color: 3.7148, Freq: 83.5503
Color: 15.7854, Freq: 127.5413
Color: 22.2721, Freq: 97.4924
Color: 3.7416, Freq: 83.1660
Color: 15.8061, Freq: 127.4760
Color: 21.6795, Freq: 95.6595
Color: 3.6792, Freq: 80.6960
Color: 15.7289, Freq: 126.7148
Color: 21.3741, Freq: 96.5121
Color: 3.6965, Freq: 83.1425
Color: 15.8876, Freq: 127.0689
Color: 21.2865, Freq: 94.9392
Color: 3.6699, Freq: 81.1044
Color: 15.8200, Freq: 127.2732
Color: 21.5992, Freq: 95.9988
Color: 15.4675, Freq: 124.8435
Color: 21.4584, Freq: 92.2158
Color: 3.5497, Freq: 82.3550
Color: 15.5352, Freq: 124.2515
Color: 21.5536, Freq: 92.9970
Color: 3.5187, Freq: 81.2658
Color: 15.4979, Freq: 123.4062
Color: 19.0028, Freq: 90.3717
Color: 3.5393, Freq: 81.7313
Color: 15.3766, Freq: 122.6253
Color: 3.5932, Freq: 82.7033
Color: 15.5234, Freq: 122.6289
Color: 3.5876, Freq: 79.4452
Color: 16.3081, Freq: 124.1732
Color: 3.6020, Freq: 79.0240
Color: 16.6791, Freq: 124.4315
Color: 16.9755, Freq: 123.1669
Color: 3.6503, Freq: 81.8683
Color: 17.1754, Freq: 123.4280
Color: 16.9766, Freq: 123.7959
Color: 3.6303, Freq: 80.2646
Color: 17.6057, Freq: 125.8427
Color: 3.5336, Freq: 77.3689
Color: 17.3772, Freq: 124.1422
Color: 3.5793, Freq: 79.4039
Color: 17.5306, Freq: 123.6728
Color: 17.5844, Freq: 123.4940
Color: 18.3044, Freq: 125.2120
Color: 18.2228, Freq: 125.3046
Color: 18.2801, Freq: 125.8743
Color: 18.2634, Freq: 125.0904
Color: 18.3566, Freq: 125.2273
Color: 18.2081, Freq: 124.0699
Color: 3.7654, Freq: 84.3113
Color: 18.0726, Freq: 123.7367
Color: 3.5518, Freq: 78.9930
Color: 17.9124, Freq: 123.6322
Color: 3.6105, Freq: 81.0277
Color: 18.1909, Freq: 124.3205
Color: 18.0771, Freq: 123.9676
Color: 3.5474, Freq: 78.4741
Color: 18.4896, Freq: 125.0802
Color: 3.6834, Freq: 80.2126
Color: 17.7604, Freq: 123.5002
Color: 17.0275, Freq: 123.1904
Color: 3.4368, Freq: 76.1798
Color: 16.7474, Freq: 124.0702
Color: 16.5610, Freq: 123.2072
Color: 16.9774, Freq: 124.9018
Color: 16.3855, Freq: 123.2343
Color: 12.8168, Freq: 87.7033
Color: 16.4723, Freq: 123.6352
Color: 13.0627, Freq: 89.7756
Color: 16.4027, Freq: 120.1444
Color: 14.2586, Freq: 92.8143
Color: 16.6839, Freq: 120.9712
Color: 14.4020, Freq: 93.0781
Color: 16.6131, Freq: 121.6729
Color: 14.8123, Freq: 93.4788
Color: 16.8315, Freq: 123.6833
Color: 15.4163, Freq: 94.1050
Color: 3.7513, Freq: 81.4355
Color: 17.0615, Freq: 125.1457
Color: 15.3843, Freq: 95.3655
Color: 3.7605, Freq: 82.9542
Color: 16.9641, Freq: 124.7817
Color: 15.1934, Freq: 95.2004
Color: 16.7738, Freq: 123.7462
Color: 16.1468, Freq: 95.3680
Color: 16.5766, Freq: 123.1695
Color: 15.5210, Freq: 94.8735
Color: 3.8489, Freq: 82.1061
Color: 16.5021, Freq: 123.4363
Color: 15.0642, Freq: 95.6517
Color: 16.3952, Freq: 122.8035
Color: 14.6688, Freq: 95.4980
Color: 16.5378, Freq: 124.5402
Color: 14.6021, Freq: 95.4821
Color: 3.7164, Freq: 76.0560
Color: 16.5803, Freq: 126.4372
Color: 14.4182, Freq: 96.1639
Color: 16.3777, Freq: 125.7273
Color: 14.6586, Freq: 95.0136
Color: 3.9192, Freq: 82.7544
Color: 16.1960, Freq: 124.3390
Color: 14.2842, Freq: 88.6324
Color: 3.9141, Freq: 83.1916
Color: 16.2565, Freq: 125.6089
Color: 15.0888, Freq: 88.7509
Color: 3.8029, Freq: 82.8751
Color: 16.2054, Freq: 125.5097
Color: 15.2831, Freq: 87.4197
Color: 3.7587, Freq: 82.8876
Color: 15.9498, Freq: 123.7908
Color: 15.0416, Freq: 87.1578
Color: 16.0786, Freq: 125.2120
Color: 14.7385, Freq: 87.6059
Color: 3.6903, Freq: 84.9747
Color: 16.0451, Freq: 125.5772
Color: 14.3477, Freq: 92.7317
Color: 3.6984, Freq: 84.5725
Color: 15.9729, Freq: 125.5858
Color: 13.7182, Freq: 91.5053
Color: 3.7009, Freq: 85.0735
Color: 15.8718, Freq: 125.4348
Color: 13.3151, Freq: 89.6415
Color: 3.6583, Freq: 81.9863
Color: 15.7364, Freq: 125.2011
Color: 13.4084, Freq: 89.7075
Color: 3.6394, Freq: 81.9783
Color: 15.7745, Freq: 125.4694
Color: 13.6842, Freq: 88.5954
Color: 3.6801, Freq: 84.9605
Color: 15.6417, Freq: 124.8671
Color: 14.3295, Freq: 87.1362
Color: 15.4867, Freq: 124.4365
Color: 14.9594, Freq: 87.3451
Color: 15.3440, Freq: 124.3061
Color: 14.4885, Freq: 87.8036
Color: 3.7146, Freq: 83.5730
Color: 15.4089, Freq: 124.3376
Color: 15.9231, Freq: 91.3119
Color: 15.4760, Freq: 123.7857
Color: 15.4938, Freq: 91.8989
Color: 3.7268, Freq: 84.0606
Color: 15.4679, Freq: 122.9015
Color: 15.3506, Freq: 92.4543
Color: 3.5750, Freq: 76.5830
Color: 15.6117, Freq: 124.3177
Color: 15.1775, Freq: 91.2855
Color: 3.5198, Freq: 76.0682
Color: 15.4204, Freq: 122.3855
Color: 15.2693, Freq: 91.1510
Color: 3.4689, Freq: 75.9275
Color: 15.3850, Freq: 123.9095
Color: 15.2556, Freq: 90.0289
Color: 15.4218, Freq: 124.3728
Color: 15.4074, Freq: 90.4381
Color: 3.5039, Freq: 76.9201
Color: 15.5267, Freq: 125.2749
Color: 15.4818, Freq: 92.1486
Color: 15.4451, Freq: 124.7865
Color: 16.0026, Freq: 87.8892
Color: 15.4677, Freq: 122.8465
Color: 15.8658, Freq: 86.5370
Color: 3.5680, Freq: 79.9487
Color: 15.2180, Freq: 121.1046
Color: 14.1204, Freq: 86.9319
Color: 3.5529, Freq: 76.7304
Color: 15.0273, Freq: 118.9957
Color: 3.5947, Freq: 76.3708
Color: 14.9125, Freq: 117.4227
Color: 15.2410, Freq: 120.8589
Color: 3.6786, Freq: 79.9175
Color: 15.4827, Freq: 119.5238
Color: 16.2885, Freq: 121.7951
Color: 16.1966, Freq: 121.6573
Color: 16.0769, Freq: 120.1831
Color: 16.5146, Freq: 120.6430
Color: 16.5135, Freq: 119.6184
Color: 16.4724, Freq: 118.5844
Color: 16.7048, Freq: 119.3767
Color: 16.4944, Freq: 117.1930
Color: 17.2484, Freq: 118.6520
Color: 3.6340, Freq: 83.4983
Color: 17.0297, Freq: 117.0886
Color: 3.7067, Freq: 81.8803
Color: 18.4365, Freq: 120.7337
Color: 3.7219, Freq: 82.2159
Color: 17.5431, Freq: 122.6558
Color: 3.6736, Freq: 76.6677
Color: 17.9979, Freq: 125.7957
Color: 17.3949, Freq: 124.8535
Color: 17.3641, Freq: 124.0208
Color: 3.9276, Freq: 76.5322
Color: 17.8383, Freq: 125.8518
Color: 3.9272, Freq: 76.8291
Color: 18.2218, Freq: 127.2816
Color: 18.1138, Freq: 125.1116
Color: 3.9834, Freq: 80.7266
Color: 18.3666, Freq: 126.7342
Color: 3.9132, Freq: 77.9359
Color: 17.8869, Freq: 123.8624
Color: 17.5957, Freq: 123.4779
Color: 18.0372, Freq: 123.3333
Color: 3.8190, Freq: 82.5027
Color: 18.2353, Freq: 124.7438
Color: 3.7231, Freq: 77.6510
Color: 18.0878, Freq: 125.4429
Color: 3.6922, Freq: 76.7162
Color: 18.6335, Freq: 128.1371
Color: 3.7985, Freq: 78.5326
Color: 18.2275, Freq: 125.9531
Color: 3.6723, Freq: 76.8051
Color: 18.3611, Freq: 126.0342
Color: 3.6509, Freq: 76.8887
Color: 18.8788, Freq: 127.0542
Color: 3.5155, Freq: 76.5040
Color: 19.1539, Freq: 125.6133
Color: 1.8368, Freq: 73.3294
Color: 19.5328, Freq: 124.5279
Color: 3.6754, Freq: 78.3052
Color: 19.7181, Freq: 124.0398
Color: 3.7662, Freq: 81.0933
Color: 19.7643, Freq: 124.2532
Color: 20.5817, Freq: 125.5762
Color: 21.1466, Freq: 125.3038
Color: 20.7410, Freq: 123.9776
Color: 21.2721, Freq: 125.3037
Color: 21.7086, Freq: 126.1473
Color: 21.9570, Freq: 126.8163
Color: 21.5889, Freq: 126.3789
Color: 21.3735, Freq: 125.5178
Color: 21.0720, Freq: 124.9983
Color: 21.1087, Freq: 124.8420
Color: 3.8682, Freq: 83.1581
Color: 21.2043, Freq: 125.4623
Color: 3.9765, Freq: 81.1984
Color: 20.7700, Freq: 125.1791
Color: 3.9669, Freq: 76.7758
Color: 20.2085, Freq: 125.1826
Color: 2.9814, Freq: 77.4347
Color: 19.7125, Freq: 124.8097
Color: 20.6653, Freq: 127.5778
Color: 19.7079, Freq: 125.6153
Color: 19.7044, Freq: 125.6166
Color: 19.1348, Freq: 125.5598
Color: 19.7312, Freq: 126.1682
Color: 19.8765, Freq: 126.5390
Color: 4.1473, Freq: 81.1863
Color: 19.0991, Freq: 126.1382
Color: 4.1723, Freq: 83.8298
Color: 19.0125, Freq: 126.5086
Color: 20.1044, Freq: 128.0797
Color: 4.2785, Freq: 77.6234
Color: 20.3763, Freq: 129.0878
Color: 4.2589, Freq: 78.3459
Color: 20.0530, Freq: 128.5783
Color: 4.1425, Freq: 77.3071
Color: 20.1078, Freq: 128.1511
Color: 19.5000, Freq: 126.9002
Color: 20.0175, Freq: 127.8514
Color: 20.0165, Freq: 127.6575
Color: 18.9138, Freq: 126.9804
Color: 19.1801, Freq: 126.4829
Color: 19.0171, Freq: 125.5416
Color: 19.4186, Freq: 127.0535
Color: 19.3276, Freq: 127.0225
Color: 3.7974, Freq: 81.4734
Color: 20.0218, Freq: 126.7815
Color: 19.2495, Freq: 126.3007
Color: 3.7631, Freq: 81.6256
Color: 18.7974, Freq: 124.9503
Color: 3.9182, Freq: 81.7373
Color: 19.0960, Freq: 125.2851
Color: 4.0717, Freq: 82.6158
Color: 1.6474, Freq: 73.0296
Color: 19.3629, Freq: 126.1166
Color: 19.9186, Freq: 126.9806
Color: 20.2798, Freq: 127.8768
Color: 20.3316, Freq: 127.5045
Color: 19.5485, Freq: 126.3313
Color: 1.6880, Freq: 72.4086
Color: 19.6443, Freq: 127.0907
Color: 19.1450, Freq: 126.4358
Color: 19.6677, Freq: 126.8086
Color: 19.3626, Freq: 125.5672
Color: 3.5633, Freq: 76.0490
Color: 19.5298, Freq: 126.2026
Color: 26.1006, Freq: 76.0174
Color: 19.5679, Freq: 125.8475
Color: 19.3562, Freq: 126.6027
Color: 19.0678, Freq: 126.4354
Color: 1.8550, Freq: 71.8506
Color: 18.8877, Freq: 126.8523
Color: 1.8177, Freq: 69.6724
Color: 19.4366, Freq: 127.4526
Color: 1.8188, Freq: 71.9927
Color: 19.7654, Freq: 127.8836
Color: 19.7652, Freq: 127.8184
Color: 1.6071, Freq: 74.0578
Color: 1.6263, Freq: 71.4591
Color: 19.3689, Freq: 127.1345
Color: 3.9483, Freq: 85.6887
Color: 19.4847, Freq: 127.7392
Color: 19.5642, Freq: 128.5198
Color: 3.9960, Freq: 82.7203
Color: 19.5314, Freq: 128.5239
Color: 20.0018, Freq: 129.5090
Color: 19.3687, Freq: 128.6492
Color: 19.3022, Freq: 128.3739
Color: 19.1023, Freq: 128.3741
Color: 19.1494, Freq: 128.9112
Color: 3.8248, Freq: 85.0872
Color: 19.1937, Freq: 129.0320
Color: 3.8053, Freq: 78.0897
Color: 19.1265, Freq: 128.3932
Color: 3.7562, Freq: 78.0338
Color: 19.2290, Freq: 128.5796
Color: 19.3326, Freq: 128.2746
Color: 19.2195, Freq: 127.9740
Color: 3.7724, Freq: 86.3795
Color: 18.9752, Freq: 127.6812
Color: 19.4696, Freq: 128.6748
Color: 3.9136, Freq: 77.7987
Color: 19.3087, Freq: 127.7310
Color: 19.6484, Freq: 127.6792
Color: 19.7277, Freq: 127.6234
Color: 19.3449, Freq: 128.3378
Color: 3.8231, Freq: 81.0534
Color: 18.9049, Freq: 127.4483
Color: 19.4142, Freq: 127.9928
Color: 19.9339, Freq: 128.6054
Color: 19.3227, Freq: 128.0528
Color: 19.2607, Freq: 128.5151
Color: 19.0674, Freq: 127.8396
Color: 19.2467, Freq: 127.2185
Color: 19.9063, Freq: 127.9336
Color: 20.1322, Freq: 128.1887
Color: 19.8883, Freq: 128.5466
Color: 19.7387, Freq: 126.9015
Color: 1.8739, Freq: 74.1754
Color: 19.7459, Freq: 126.7801
Color: 19.8645, Freq: 127.2677
Color: 1.8404, Freq: 75.7799
Color: 4.0296, Freq: 78.5183
Color: 19.6606, Freq: 127.4366
Color: 4.0258, Freq: 82.6924
Color: 19.9185, Freq: 128.0278
Color: 20.0579, Freq: 128.4788
Color: 20.6374, Freq: 129.0237
Color: 19.9261, Freq: 128.2488
Color: 19.7089, Freq: 128.0414
Color: 19.7328, Freq: 127.4646
Color: 19.2470, Freq: 126.8229
Color: 19.2846, Freq: 126.5643
Color: 4.0660, Freq: 81.1631
Color: 19.7011, Freq: 127.4532
Color: 19.7645, Freq: 128.0992
Color: 19.5993, Freq: 127.6334
Color: 19.8793, Freq: 128.4919
Color: 4.1847, Freq: 83.9622
Color: 19.8635, Freq: 128.1268
Color: 19.7940, Freq: 128.1528
Color: 19.6322, Freq: 127.9896
Color: 19.7932, Freq: 129.1383
Color: 19.6695, Freq: 128.7279
Color: 19.5433, Freq: 128.9917
Color: 19.3942, Freq: 127.9358
Color: 19.9708, Freq: 128.6838
Color: 19.9109, Freq: 128.0386
Color: 19.5376, Freq: 126.8958
Color: 18.9706, Freq: 125.6510
Color: 4.2775, Freq: 79.5121
Color: 19.5218, Freq: 127.0185
Color: 4.2305, Freq: 79.0402
Color: 19.6401, Freq: 127.7775
Color: 4.2332, Freq: 84.0108
Color: 19.7734, Freq: 127.1910
Color: 19.7851, Freq: 126.2016
Color: 4.0525, Freq: 79.4296
Color: 19.6987, Freq: 126.8715
Color: 4.0949, Freq: 83.0849
Color: 19.8139, Freq: 127.7734
Color: 19.6347, Freq: 127.5513
Color: 19.8101, Freq: 127.8871
Color: 19.8014, Freq: 128.2897
Color: 20.1000, Freq: 127.6911
Color: 19.9567, Freq: 127.0709
Color: 19.8682, Freq: 127.1336
Color: 19.7415, Freq: 126.4616
Color: 19.3399, Freq: 126.0753
Color: 20.2692, Freq: 127.0470
Color: 3.5584, Freq: 76.8468
